DATE,SITE,SP_CODE,COUNT,AREA,SCIENTIFIC_NAME
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,8,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,3,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,6,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,8,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-05-28,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-05-20,CARP,MAPY,0,20,Macrocystis pyrifera
2008-05-20,CARP,MAPY,0,20,Macrocystis pyrifera
2008-05-20,CARP,MAPY,0,20,Macrocystis pyrifera
2008-05-20,CARP,MAPY,0,20,Macrocystis pyrifera
2008-05-20,CARP,MAPY,1,20,Macrocystis pyrifera
2008-05-20,CARP,MAPY,1,20,Macrocystis pyrifera
2008-05-20,CARP,MAPY,2,20,Macrocystis pyrifera
2008-05-20,CARP,MAPY,2,20,Macrocystis pyrifera
2008-05-20,CARP,MAPY,1,20,Macrocystis pyrifera
2008-05-20,CARP,MAPY,0,20,Macrocystis pyrifera
2008-05-20,CARP,MAPY,0,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,17,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,30,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,21,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,43,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,6,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,6,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,66,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,3,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,6,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,4,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,7,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,6,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,21,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,22,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,0,20,Macrocystis pyrifera
2008-05-20,MOHK,MAPY,0,20,Macrocystis pyrifera
2008-05-19,NAPL,MAPY,0,20,Macrocystis pyrifera
2008-05-19,NAPL,MAPY,0,20,Macrocystis pyrifera
2008-05-19,NAPL,MAPY,0,20,Macrocystis pyrifera
2008-05-19,NAPL,MAPY,0,20,Macrocystis pyrifera
2008-05-19,NAPL,MAPY,0,20,Macrocystis pyrifera
2008-05-19,NAPL,MAPY,4,20,Macrocystis pyrifera
2008-05-19,NAPL,MAPY,9,20,Macrocystis pyrifera
2008-05-19,NAPL,MAPY,4,20,Macrocystis pyrifera
2008-05-19,NAPL,MAPY,2,20,Macrocystis pyrifera
2008-05-19,NAPL,MAPY,0,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,23,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,16,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,11,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,27,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,11,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,28,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,20,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,38,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,11,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,27,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,42,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,0,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,3,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,6,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,6,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,5,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,9,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,8,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,1,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,3,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,5,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,7,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,6,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,8,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,8,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,23,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,8,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,4,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,2,20,Macrocystis pyrifera
2008-06-24,AQUE,MAPY,3,20,Macrocystis pyrifera
