DATE,SITE,SP_CODE,COUNT,SCIENTIFIC_NAME
4/2/08,CARP,MAPY,0,Macrocystis pyrifera
4/7/08,MOHK,MAPY,21,Macrocystis pyrifera
4/7/08,MOHK,MAPY,11,Macrocystis pyrifera
4/7/08,MOHK,MAPY,33,Macrocystis pyrifera
4/7/08,MOHK,MAPY,1,Macrocystis pyrifera
4/7/08,MOHK,MAPY,48,Macrocystis pyrifera
4/7/08,MOHK,MAPY,1,Macrocystis pyrifera
4/7/08,MOHK,MAPY,42,Macrocystis pyrifera
4/7/08,MOHK,MAPY,0,Macrocystis pyrifera
4/7/08,MOHK,MAPY,1,Macrocystis pyrifera
4/7/08,MOHK,MAPY,8,Macrocystis pyrifera
4/7/08,MOHK,MAPY,28,Macrocystis pyrifera
4/7/08,MOHK,MAPY,16,Macrocystis pyrifera
4/7/08,MOHK,MAPY,4,Macrocystis pyrifera
4/7/08,MOHK,MAPY,5,Macrocystis pyrifera
4/7/08,MOHK,MAPY,0,Macrocystis pyrifera
4/7/08,MOHK,MAPY,0,Macrocystis pyrifera
4/7/08,MOHK,MAPY,0,Macrocystis pyrifera
4/7/08,MOHK,MAPY,0,Macrocystis pyrifera
4/11/08,NAPL,MAPY,0,Macrocystis pyrifera
4/11/08,NAPL,MAPY,0,Macrocystis pyrifera
4/11/08,NAPL,MAPY,0,Macrocystis pyrifera
4/11/08,NAPL,MAPY,0,Macrocystis pyrifera
4/11/08,NAPL,MAPY,0,Macrocystis pyrifera
4/11/08,NAPL,MAPY,0,Macrocystis pyrifera
4/11/08,NAPL,MAPY,0,Macrocystis pyrifera
4/11/08,NAPL,MAPY,2,Macrocystis pyrifera
4/11/08,NAPL,MAPY,2,Macrocystis pyrifera
4/11/08,NAPL,MAPY,1,Macrocystis pyrifera
4/11/08,NAPL,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,0,Macrocystis pyrifera
5/28/08,AQUE,MAPY,16,Macrocystis pyrifera
5/28/08,AQUE,MAPY,27,Macrocystis pyrifera
5/28/08,AQUE,MAPY,3,Macrocystis pyrifera
5/28/08,AQUE,MAPY,23,Macrocystis pyrifera
5/28/08,AQUE,MAPY,78,Macrocystis pyrifera
5/28/08,AQUE,MAPY,20,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,4,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,4,Macrocystis pyrifera
5/28/08,AQUE,MAPY,4,Macrocystis pyrifera
5/28/08,AQUE,MAPY,4,Macrocystis pyrifera
5/28/08,AQUE,MAPY,4,Macrocystis pyrifera
5/28/08,AQUE,MAPY,4,Macrocystis pyrifera
5/28/08,AQUE,MAPY,8,Macrocystis pyrifera
5/28/08,AQUE,MAPY,3,Macrocystis pyrifera
5/28/08,AQUE,MAPY,6,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,8,Macrocystis pyrifera
5/28/08,AQUE,MAPY,4,Macrocystis pyrifera
5/28/08,AQUE,MAPY,4,Macrocystis pyrifera
5/28/08,AQUE,MAPY,4,Macrocystis pyrifera
5/28/08,AQUE,MAPY,4,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,2,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/28/08,AQUE,MAPY,1,Macrocystis pyrifera
5/20/08,CARP,MAPY,0,Macrocystis pyrifera
5/20/08,CARP,MAPY,0,Macrocystis pyrifera
5/20/08,CARP,MAPY,0,Macrocystis pyrifera
5/20/08,CARP,MAPY,0,Macrocystis pyrifera
5/20/08,CARP,MAPY,1,Macrocystis pyrifera
5/20/08,CARP,MAPY,1,Macrocystis pyrifera
5/20/08,CARP,MAPY,2,Macrocystis pyrifera
5/20/08,CARP,MAPY,2,Macrocystis pyrifera
5/20/08,CARP,MAPY,1,Macrocystis pyrifera
5/20/08,CARP,MAPY,0,Macrocystis pyrifera
5/20/08,CARP,MAPY,0,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,17,Macrocystis pyrifera
5/20/08,MOHK,MAPY,30,Macrocystis pyrifera
5/20/08,MOHK,MAPY,21,Macrocystis pyrifera
5/20/08,MOHK,MAPY,43,Macrocystis pyrifera
5/20/08,MOHK,MAPY,6,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,6,Macrocystis pyrifera
5/20/08,MOHK,MAPY,66,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,3,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,6,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,4,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,7,Macrocystis pyrifera
5/20/08,MOHK,MAPY,6,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,21,Macrocystis pyrifera
5/20/08,MOHK,MAPY,22,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,1,Macrocystis pyrifera
5/20/08,MOHK,MAPY,2,Macrocystis pyrifera
5/20/08,MOHK,MAPY,0,Macrocystis pyrifera
5/20/08,MOHK,MAPY,0,Macrocystis pyrifera
5/19/08,NAPL,MAPY,0,Macrocystis pyrifera
5/19/08,NAPL,MAPY,0,Macrocystis pyrifera
5/19/08,NAPL,MAPY,0,Macrocystis pyrifera
5/19/08,NAPL,MAPY,0,Macrocystis pyrifera
5/19/08,NAPL,MAPY,0,Macrocystis pyrifera
5/19/08,NAPL,MAPY,4,Macrocystis pyrifera
5/19/08,NAPL,MAPY,9,Macrocystis pyrifera
5/19/08,NAPL,MAPY,4,Macrocystis pyrifera
5/19/08,NAPL,MAPY,2,Macrocystis pyrifera
5/19/08,NAPL,MAPY,0,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,23,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,16,Macrocystis pyrifera
6/24/08,AQUE,MAPY,11,Macrocystis pyrifera
6/24/08,AQUE,MAPY,27,Macrocystis pyrifera
6/24/08,AQUE,MAPY,11,Macrocystis pyrifera
6/24/08,AQUE,MAPY,28,Macrocystis pyrifera
6/24/08,AQUE,MAPY,20,Macrocystis pyrifera
6/24/08,AQUE,MAPY,38,Macrocystis pyrifera
6/24/08,AQUE,MAPY,11,Macrocystis pyrifera
6/24/08,AQUE,MAPY,27,Macrocystis pyrifera
6/24/08,AQUE,MAPY,42,Macrocystis pyrifera
6/24/08,AQUE,MAPY,0,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,3,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,6,Macrocystis pyrifera
6/24/08,AQUE,MAPY,6,Macrocystis pyrifera
6/24/08,AQUE,MAPY,5,Macrocystis pyrifera
6/24/08,AQUE,MAPY,9,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,1,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,1,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,8,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,1,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,3,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,5,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,7,Macrocystis pyrifera
6/24/08,AQUE,MAPY,6,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,8,Macrocystis pyrifera
6/24/08,AQUE,MAPY,8,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,23,Macrocystis pyrifera
6/24/08,AQUE,MAPY,8,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,3,Macrocystis pyrifera
6/24/08,AQUE,MAPY,6,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,5,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,1,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,9,Macrocystis pyrifera
6/24/08,AQUE,MAPY,5,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,1,Macrocystis pyrifera
6/24/08,AQUE,MAPY,1,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,6,Macrocystis pyrifera
6/24/08,AQUE,MAPY,6,Macrocystis pyrifera
6/24/08,AQUE,MAPY,1,Macrocystis pyrifera
6/24/08,AQUE,MAPY,1,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,3,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,1,Macrocystis pyrifera
6/24/08,AQUE,MAPY,1,Macrocystis pyrifera
6/24/08,AQUE,MAPY,3,Macrocystis pyrifera
6/24/08,AQUE,MAPY,3,Macrocystis pyrifera
6/24/08,AQUE,MAPY,6,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
6/24/08,AQUE,MAPY,4,Macrocystis pyrifera
6/24/08,AQUE,MAPY,8,Macrocystis pyrifera
6/24/08,AQUE,MAPY,2,Macrocystis pyrifera
