plantid,plant_verticle_location,frontal_area_cm2
81,25,9.8375
82,25,5.79
83,25,2.67
84,25,1.14
85,25,1.4325
86,25,4.3025
87,25,1.8825
88,25,0.84
89,25,2.165
90,25,3.11
1,35,0.525
2,35,0.49
3,35,0.5925
4,35,0.2825
5,35,0.42
6,35,0.68
7,35,0.395
8,35,0.395
9,35,1.0925
10,35,5.8625
11,35,2.78
12,35,1.185
13,35,1.7025
14,35,0.56
15,35,6.33
16,35,3.8925
17,35,6.59
18,35,0.79
19,35,8.365
20,35,0.5525
21,35,1
22,35,5.88
23,35,9.9875
24,35,6.49
25,35,4.3125
26,35,8.41
27,35,0.5675
28,35,5.3775
29,35,1.5125
30,35,5.7025
31,35,6.055
32,35,0.5975
33,35,7.6175
34,35,2.48
35,35,8.8375
36,35,0.78
37,35,3.8325
38,35,0.72
39,35,2.8725
40,35,7.41
41,35,8.8175
42,35,2.75
43,35,1.875
44,35,1.03
45,35,1.08
46,35,1.8175
47,35,1.505
48,35,4.325
49,35,0.6525
50,35,10.008
51,35,19.848
52,35,14.575
53,35,13.8
54,35,20.665
55,35,17.145
56,35,13.235
57,35,17.5
58,35,0.965
59,35,0.5475
60,35,1.5225
61,35,1.5325
62,35,0.6325
63,35,2.3725
64,35,3.5675
65,35,2.76
66,35,0.5875
67,35,1.8475
68,35,0.9725
69,35,1.6125
70,35,4.6175
71,35,3.865
72,35,18.408
73,35,5.1325
74,35,1.5075
75,35,7.54
76,35,17.678
77,35,22.89
78,35,17.648
79,35,20.783
80,35,10.138
81,35,10.663
82,35,6.94
83,35,3.2975
84,35,1.065
85,35,1.45
86,35,4.04
87,35,2.315
88,35,0.82
89,35,1.245
90,35,3.53
1,45,0.6575
2,45,0.3575
3,45,0.625
4,45,0.2975
5,45,0.4225
6,45,0.6725
7,45,0.3875
8,45,0.3975
9,45,0.94
10,45,6.8325
11,45,1.3925
12,45,0.795
13,45,3.11
14,45,0.5575
15,45,7.5275
16,45,2.4925
17,45,7.685
18,45,1.0425
19,45,11.553
20,45,0.465
21,45,0.75
22,45,7.1525
23,45,11.085
24,45,6.985
25,45,3.56
26,45,9.4725
27,45,1.11
28,45,8.59
29,45,0.49
30,45,5.02
31,45,7.9175
32,45,0.49
33,45,6.2825
34,45,2.1475
35,45,8.4225
36,45,0.7625
37,45,3.97
38,45,0.765
39,45,2.3725
40,45,7.515
41,45,11.653
42,45,2.81
43,45,1.64
44,45,1.8425
45,45,0.88
46,45,0.8725
47,45,2.865
48,45,4.225
49,45,1.0225
50,45,10.708
51,45,18.948
52,45,17.988
53,45,15.675
54,45,22.358
55,45,17.565
56,45,15.398
57,45,20.065
58,45,0.905
59,45,0.6125
60,45,2.005
61,45,3.11
62,45,0.8125
63,45,2.0875
64,45,3.3175
65,45,3.3475
66,45,0.63
67,45,2.765
68,45,0.975
69,45,2.3675
70,45,6.71
71,45,4.6675
72,45,18.56
73,45,9.9575
74,45,0.88
75,45,7.69
76,45,14.85
77,45,24.8
78,45,23.953
79,45,23.793
80,45,10.768
81,45,11.923
82,45,9.92
83,45,4.455
84,45,0.84
85,45,1.435
86,45,3.3025
87,45,2.0175
88,45,0.8575
89,45,0.7875
90,45,3.935
1,55,0.6875
2,55,0.3375
3,55,0.5025
4,55,0.2975
5,55,0.4375
6,55,0.73
7,55,0.3575
8,55,0.3975
9,55,0.735
10,55,7.045
11,55,0.7875
12,55,0.73
13,55,3.35
14,55,0.5775
15,55,8.265
16,55,1.535
17,55,8.67
18,55,0.605
19,55,10.083
20,55,0.455
21,55,0.5525
22,55,7.81
23,55,12.55
24,55,6.6325
25,55,3.9825
26,55,9.6075
27,55,0.81
28,55,8.1775
29,55,0.5075
30,55,3.8875
31,55,9.9575
32,55,0.9025
33,55,4.535
34,55,2.0725
35,55,9.805
36,55,0.8575
37,55,1.4675
38,55,0.7375
39,55,1.1875
40,55,8.925
41,55,12.803
42,55,2.465
43,55,1.4025
44,55,2.62
45,55,0.5725
46,55,0.82
47,55,3.45
48,55,2.9025
49,55,1.52
50,55,10.135
51,55,19.053
52,55,19.213
53,55,17.8
54,55,24.323
55,55,18.24
56,55,17.693
57,55,20.965
58,55,1.4225
59,55,0.4625
60,55,4.0675
61,55,3.4025
62,55,1.0075
63,55,2.215
64,55,2.845
65,55,2.975
66,55,0.7075
67,55,3.2825
68,55,0.975
69,55,4.015
70,55,6.3375
71,55,6.3175
72,55,17.543
73,55,11.883
74,55,0.525
75,55,6.4125
76,55,14.648
77,55,25.415
78,55,26.69
79,55,24.363
80,55,13.415
81,55,11.658
82,55,9.805
83,55,4.085
84,55,1.5925
85,55,1.24
86,55,3.1
87,55,1.835
88,55,0.6075
89,55,0.6875
90,55,3.0125
1,65,0.61
2,65,0.3425
3,65,0.4525
4,65,0.3
5,65,0.4125
6,65,0.54
7,65,0.39
8,65,0.3725
9,65,0.6775
10,65,6.0575
11,65,0.78
12,65,0.7
13,65,2.0125
14,65,0.525
15,65,7.0325
16,65,0.5725
17,65,9.435
18,65,0.6075
19,65,8.595
20,65,0.6025
21,65,0.6425
22,65,7.47
23,65,12.98
24,65,7.615
25,65,3.785
26,65,10.003
27,65,0.61
28,65,6.265
29,65,0.4925
30,65,3.3775
31,65,9.8375
32,65,0.82
33,65,3.855
34,65,2.9975
35,65,10.988
36,65,0.715
37,65,1.18
38,65,0.775
39,65,0.9925
40,65,10.878
41,65,14.9
42,65,1.7075
43,65,1.3125
44,65,2.22
45,65,0.55
46,65,0.795
47,65,4.0125
48,65,1.24
49,65,1.6275
50,65,9.175
51,65,19.413
52,65,20.278
53,65,18.558
54,65,25.443
55,65,17.115
56,65,21.538
57,65,22.763
58,65,1.315
59,65,0.995
60,65,6.13
61,65,3.2925
62,65,0.88
63,65,2.1925
64,65,4.07
65,65,3.7475
66,65,1.635
67,65,3.65
68,65,1.0075
69,65,5.5725
70,65,5.61
71,65,8.2525
72,65,17.343
73,65,14.745
74,65,0.4925
75,65,6.365
76,65,17.115
77,65,25.658
78,65,25.348
79,65,26.19
80,65,17.398
81,65,13.418
82,65,9.1875
83,65,3.695
84,65,2.24
85,65,1.16
86,65,2.985
87,65,1.7775
88,65,0.71
89,65,0.615
90,65,2.8525
1,75,0.4675
2,75,0.3375
3,75,0.68
4,75,0.655
5,75,0.42
6,75,0.5075
7,75,0.34
8,75,0.3175
9,75,0.685
10,75,6.025
11,75,0.82
12,75,1.0775
13,75,3.565
14,75,0.5075
15,75,6.605
16,75,0.555
17,75,8.485
18,75,0.5275
19,75,6.375
20,75,0.4575
21,75,0.505
22,75,5.365
23,75,11.878
24,75,8.1975
25,75,1.6225
26,75,10.245
27,75,1.685
28,75,5.215
29,75,0.6375
30,75,2.3825
31,75,10.208
32,75,0.5525
33,75,2.2725
34,75,3.19
35,75,10.455
36,75,0.69
37,75,2.1225
38,75,0.725
39,75,1.94
40,75,11.793
41,75,12.45
42,75,1.66
43,75,1.195
44,75,3.99
45,75,1.8275
46,75,0.9125
47,75,2.4475
48,75,1.8
49,75,0.8925
50,75,6.265
51,75,19.35
52,75,20.348
53,75,16.115
54,75,26.4
55,75,18.388
56,75,24.743
57,75,25.113
58,75,1.405
59,75,0.69
60,75,4.92
61,75,3.0475
62,75,0.82
63,75,2.2275
64,75,6.415
65,75,4.8975
66,75,1.8275
67,75,4.0725
68,75,1.04
69,75,5.3775
70,75,4.895
71,75,6.435
72,75,17.87
73,75,16.3
74,75,0.54
75,75,8.2875
76,75,16.923
77,75,24.353
78,75,23.43
79,75,24.798
80,75,19.21
81,75,14.473
82,75,4.6425
83,75,3.34
84,75,1.9825
85,75,1.26
86,75,3.0225
87,75,1.5475
88,75,0.645
89,75,0.5575
90,75,3.12
1,85,0.68
2,85,0.315
3,85,0.4675
4,85,0.84
5,85,0.4075
6,85,0.595
7,85,0.3325
8,85,0.36
9,85,0.625
10,85,6.2875
11,85,0.7825
12,85,1.43
13,85,3.4725
14,85,0.48
15,85,7.8925
16,85,1.0025
17,85,7.7425
18,85,0.5375
19,85,5.6275
20,85,0.5325
21,85,0.5125
22,85,4.1175
23,85,11.515
24,85,9.6325
25,85,1.9425
26,85,7.8875
27,85,1.0725
28,85,3.1
29,85,0.6175
30,85,1.4875
31,85,10.798
32,85,0.545
33,85,2.835
34,85,1.605
35,85,11.195
36,85,0.5625
37,85,4.3725
38,85,0.9625
39,85,1.9025
40,85,13.725
41,85,10.773
42,85,1.88
43,85,1.165
44,85,1.8625
45,85,1.9075
46,85,0.77
47,85,3.4425
48,85,0.7075
49,85,1.0225
50,85,4.1925
51,85,19.53
52,85,21.088
53,85,15.125
54,85,24.24
55,85,17.378
56,85,25.243
57,85,25.795
58,85,1.6475
59,85,1.25
60,85,4.375
61,85,3.43
62,85,0.665
63,85,1.5925
64,85,6.7025
65,85,6.125
66,85,2.6575
67,85,3.2725
68,85,0.985
69,85,4.9975
70,85,3.6925
71,85,5.765
72,85,17.805
73,85,17.668
74,85,0.51
75,85,6.14
76,85,20.058
77,85,22.753
78,85,23.238
79,85,23.798
80,85,19.055
81,85,13.998
82,85,2.1
83,85,2.9275
84,85,2.46
85,85,1.6225
86,85,3.7275
87,85,1.38
88,85,0.4525
89,85,0.5925
90,85,3.2425
1,95,0.68
2,95,0.405
3,95,0.4325
4,95,0.33
5,95,0.405
6,95,1.17
7,95,0.2875
8,95,0.5725
9,95,0.605
10,95,6.07
11,95,0.7625
12,95,1.8425
13,95,5.085
14,95,0.4975
15,95,8.4675
16,95,0.75
17,95,6.26
18,95,0.645
19,95,3.9175
20,95,1.0725
21,95,0.4775
22,95,3.0575
23,95,10.56
24,95,9.79
25,95,1.8425
26,95,5.32
27,95,0.9525
28,95,1.53
29,95,1.835
30,95,0.7675
31,95,11.318
32,95,0.5125
33,95,3.265
34,95,0.775
35,95,13.853
36,95,0.58
37,95,5.885
38,95,0.6975
39,95,0.83
40,95,13.623
41,95,9.1725
42,95,1.5775
43,95,0.8
44,95,0.79
45,95,2.67
46,95,0.8825
47,95,3.25
48,95,0.615
49,95,0.7675
50,95,3.8725
51,95,17.495
52,95,17.758
53,95,15.678
54,95,23.853
55,95,17.373
56,95,24.918
57,95,25.728
58,95,1.7275
59,95,0.8175
60,95,5.675
61,95,1.7725
62,95,0.5725
63,95,1.1975
64,95,7.7225
65,95,3.135
66,95,3.9575
67,95,2.5125
68,95,0.93
69,95,6.325
70,95,2.05
71,95,4.27
72,95,18.348
73,95,19.76
74,95,0.895
75,95,3.8225
76,95,20.908
77,95,21.978
78,95,23.625
79,95,21.83
80,95,18.99
81,95,14.635
82,95,1.76
83,95,3.17
84,95,0.58
85,95,1.575
86,95,3.6725
87,95,1.4625
88,95,0.51
89,95,0.5825
90,95,2.645
1,105,0.705
2,105,1.72
3,105,0.5025
4,105,0.84
5,105,0.395
6,105,1.0875
7,105,0.3025
8,105,0.455
9,105,0.62
10,105,5.8575
11,105,0.7225
12,105,2.76
13,105,6.255
14,105,0.825
15,105,9.7375
16,105,0.48
17,105,4.2825
18,105,0.575
19,105,1.9725
20,105,0.945
21,105,0.4725
22,105,2.2525
23,105,8.335
24,105,10.53
25,105,2.6525
26,105,3.7775
27,105,0.6025
28,105,0.9725
29,105,1.7925
30,105,0.5175
31,105,10.088
32,105,0.44
33,105,2.1575
34,105,0.665
35,105,16.518
36,105,0.6425
37,105,5.355
38,105,0.6875
39,105,0.655
40,105,13.923
41,105,9.3725
42,105,0.71
43,105,0.7875
44,105,1.305
45,105,5.19
46,105,1.11
47,105,4.7175
48,105,0.6225
49,105,0.52
50,105,3.8525
51,105,15.81
52,105,15.058
53,105,15.53
54,105,19.873
55,105,16.775
56,105,24.828
57,105,25.833
58,105,1.8825
59,105,1.7975
60,105,5.57
61,105,0.79
62,105,0.945
63,105,1.05
64,105,9.745
65,105,5.9025
66,105,4.735
67,105,2.3
68,105,1.1225
69,105,5.3625
70,105,2.3625
71,105,7.9375
72,105,19.248
73,105,19.36
74,105,0.525
75,105,4.375
76,105,21.338
77,105,23.038
78,105,22.245
79,105,21.673
80,105,18.875
81,105,15.868
82,105,1.4675
83,105,3.205
84,105,0.55
85,105,2.0225
86,105,3.595
87,105,1.6375
88,105,0.5425
89,105,0.5475
90,105,3.4825
1,115,0.4675
2,115,1.42
3,115,0.42
4,115,0.7775
5,115,0.545
6,115,1.2425
7,115,0.2825
8,115,0.3825
9,115,0.625
10,115,4.905
11,115,0.7125
12,115,2.7225
13,115,6.095
14,115,0.625
15,115,8.07
16,115,0.9725
17,115,1.575
18,115,0.6175
19,115,1.215
20,115,0.82
21,115,0.7
22,115,1.69
23,115,7.735
24,115,9.4275
25,115,1.2725
26,115,2.105
27,115,0.535
28,115,0.005
29,115,0.95
30,115,0.04
31,115,8.0275
32,115,0.575
33,115,3.51
34,115,0.68
35,115,14.045
36,115,1.46
37,115,3.7975
38,115,0.7175
39,115,1.9725
40,115,14.385
41,115,10.488
42,115,0.625
43,115,0.775
44,115,2.34
45,115,4.875
46,115,1.1425
47,115,3.805
48,115,0.65
49,115,0.5175
50,115,4.0975
51,115,12.808
52,115,12.705
53,115,17.973
54,115,15.025
55,115,16.973
56,115,23.955
57,115,25.55
58,115,1.5675
59,115,1.7125
60,115,4.68
61,115,0.69
62,115,1.58
63,115,1.1025
64,115,9.73
65,115,5.4725
66,115,4.4225
67,115,3.0775
68,115,0.9675
69,115,2.9975
70,115,5.195
71,115,8.15
72,115,19.745
73,115,19.143
74,115,0.43
75,115,4.0875
76,115,22.063
77,115,24.065
78,115,18.14
79,115,20.485
80,115,19.36
81,115,14.898
82,115,0.9775
83,115,3.2725
84,115,0.56
85,115,1.6125
86,115,2.98
87,115,1.8325
88,115,0.395
89,115,0.52
90,115,3.5275
1,125,0.5825
2,125,0.3825
3,125,0.43
4,125,0.805
5,125,0.4075
6,125,0.795
7,125,0.3075
8,125,0.5425
9,125,0.845
10,125,4.2925
11,125,0.72
12,125,2.0175
13,125,4.305
14,125,0.5425
15,125,6.495
16,125,1.2175
17,125,0.3675
18,125,0.58
19,125,1.4025
20,125,1.025
21,125,1.1925
22,125,1.1425
23,125,6.1575
24,125,7.745
25,125,0
26,125,0.8975
27,125,0.4125
28,125,0
29,125,0.3225
30,125,0
31,125,6.88
32,125,0.5425
33,125,5.175
34,125,0.68
35,125,12.23
36,125,1.48
37,125,0.9175
38,125,0.6475
39,125,0.9475
40,125,14.485
41,125,9.635
42,125,0.6475
43,125,0.8125
44,125,3.44
45,125,3.6075
46,125,0.9825
47,125,3.6
48,125,0.645
49,125,0.525
50,125,4.2825
51,125,9.6425
52,125,10.865
53,125,19.723
54,125,12.17
55,125,15.808
56,125,23.983
57,125,23.35
58,125,1.9
59,125,1.0225
60,125,5.12
61,125,0.6775
62,125,1.06
63,125,1.0675
64,125,6.8775
65,125,4.1975
66,125,4.66
67,125,2.2975
68,125,0.86
69,125,2.0425
70,125,7.7025
71,125,7.9775
72,125,20.463
73,125,18.138
74,125,0.6875
75,125,3.34
76,125,20.84
77,125,24.76
78,125,15.618
79,125,17.818
80,125,18.615
81,125,14.33
82,125,0.5
83,125,3.0325
84,125,0.555
85,125,2.1725
86,125,2.5275
87,125,1.5825
88,125,0.7875
89,125,0.4875
90,125,3.9625
1,135,0.4225
2,135,1.525
3,135,0.495
4,135,0.005
5,135,0.395
6,135,0.63
7,135,0.3125
8,135,0.33
9,135,2.3025
10,135,4.01
11,135,0.73
12,135,0.9725
13,135,7.6275
14,135,0.405
15,135,5.155
16,135,0.5725
17,135,0.3325
18,135,0.4975
19,135,0.195
20,135,1.0375
21,135,0.8225
22,135,0.455
23,135,4.1375
24,135,6.9975
25,135,0
26,135,0.6725
27,135,0.4675
28,135,0
29,135,0.51
30,135,0
31,135,6.5075
32,135,1.105
33,135,5.0975
34,135,0.6825
35,135,14.583
36,135,1.0925
37,135,0.7225
38,135,0.885
39,135,1.305
40,135,14.523
41,135,9.945
42,135,0.685
43,135,2.795
44,135,4.2425
45,135,4.7325
46,135,1.54
47,135,5.235
48,135,0.6525
49,135,0.9525
50,135,4.21
51,135,7.585
52,135,9.69
53,135,20.545
54,135,10.048
55,135,14.4
56,135,23.16
57,135,22.68
58,135,2.1425
59,135,0.735
60,135,5.7025
61,135,1.3
62,135,0.4675
63,135,1.0725
64,135,5.4975
65,135,4.3225
66,135,3.87
67,135,4.1175
68,135,0.915
69,135,3.43
70,135,4.9825
71,135,6.155
72,135,20.48
73,135,18.585
74,135,1.06
75,135,1.6
76,135,23.17
77,135,23.085
78,135,14.67
79,135,15.938
80,135,18.165
81,135,10.618
82,135,0.1675
83,135,2.6525
84,135,0.5725
85,135,1.7175
86,135,1.8825
87,135,1.4325
88,135,0.595
89,135,0.5725
90,135,4.02
1,145,0.4575
2,145,0.05
3,145,0.5125
4,145,0
5,145,0.6775
6,145,0.58
7,145,0.305
8,145,0.3825
9,145,0.71
10,145,4.17
11,145,0.7175
12,145,0.945
13,145,6.085
14,145,0.4925
15,145,6.8175
16,145,0.525
17,145,0.3
18,145,0.4875
19,145,0
20,145,1.1975
21,145,1.14
22,145,0.345
23,145,3.4175
24,145,5.6525
25,145,0
26,145,0.92
27,145,0.4625
28,145,0
29,145,0.58
30,145,0
31,145,3.425
32,145,0.8675
33,145,4.8275
34,145,1.335
35,145,16
36,145,0.71
37,145,0.73
38,145,1.5675
39,145,0.605
40,145,14.428
41,145,9.415
42,145,1.75
43,145,1.4475
44,145,4.665
45,145,2.45
46,145,1.915
47,145,6.9075
48,145,0.6025
49,145,1.89
50,145,3.9575
51,145,6.95
52,145,9.3025
53,145,19.548
54,145,9.1575
55,145,11.503
56,145,20.158
57,145,19.203
58,145,2.7425
59,145,0.405
60,145,3.41
61,145,1.7875
62,145,0.445
63,145,1.275
64,145,7.3225
65,145,2.58
66,145,3.8275
67,145,5.83
68,145,0.825
69,145,2.585
70,145,5.105
71,145,7.3125
72,145,20.533
73,145,19.008
74,145,0.525
75,145,0.6975
76,145,23.758
77,145,20.633
78,145,11.135
79,145,13.718
80,145,16.718
81,145,12.23
82,145,0
83,145,2.4175
84,145,0.5575
85,145,1.745
86,145,1.7675
87,145,1.2925
88,145,0.59
89,145,0.8375
90,145,3.3675
1,155,0.45
2,155,0.01
3,155,0.4625
4,155,0
5,155,0.6225
6,155,0.4625
7,155,0.295
8,155,0.3375
9,155,0.5825
10,155,4.0025
11,155,0.6725
12,155,0.8675
13,155,5.6675
14,155,0.435
15,155,6.8
16,155,0.4175
17,155,0.3325
18,155,0.65
19,155,0
20,155,1.13
21,155,1.17
22,155,0.1475
23,155,1.785
24,155,5.71
25,155,0
26,155,0
27,155,0.39
28,155,0
29,155,0.4625
30,155,0
31,155,2.5975
32,155,0.82
33,155,5.025
34,155,2.6675
35,155,15.075
36,155,0.575
37,155,0.7225
38,155,1.635
39,155,0.6325
40,155,13.7
41,155,7.7375
42,155,1.685
43,155,0.8175
44,155,6.0625
45,155,0.7125
46,155,2.4525
47,155,4.6375
48,155,0.6225
49,155,2.3975
50,155,4.2775
51,155,5.0425
52,155,8.17
53,155,18.828
54,155,6.9275
55,155,8.66
56,155,15.295
57,155,15.973
58,155,3.13
59,155,0.3875
60,155,3.75
61,155,0.78
62,155,0.49
63,155,0.9875
64,155,5.175
65,155,4.6175
66,155,3.8625
67,155,4.4425
68,155,0.8275
69,155,1.765
70,155,7.095
71,155,7.5825
72,155,19.27
73,155,16.483
74,155,1.18
75,155,1.185
76,155,22.6
77,155,22.448
78,155,10.295
79,155,12.513
80,155,16.925
81,155,12.858
82,155,0
83,155,2.085
84,155,0.555
85,155,1.7025
86,155,1.25
87,155,0.6
88,155,0.8925
89,155,1.13
90,155,4.3125
1,165,0.455
2,165,0.03
3,165,0.425
4,165,0
5,165,0.7575
6,165,0.5875
7,165,0.2975
8,165,0.8025
9,165,0.76
10,165,3.715
11,165,0.6875
12,165,0.84
13,165,8.025
14,165,0.4225
15,165,7.1175
16,165,0.4125
17,165,0.4125
18,165,1.4225
19,165,0
20,165,0.4025
21,165,0.505
22,165,0
23,165,0.7975
24,165,5.6
25,165,0
26,165,0
27,165,0.8525
28,165,0
29,165,0.4225
30,165,0
31,165,1.8175
32,165,0.505
33,165,4.4375
34,165,3.665
35,165,14.455
36,165,0.51
37,165,0.77
38,165,1.6575
39,165,0.4475
40,165,12.17
41,165,8.0425
42,165,1.1725
43,165,0.8075
44,165,4.82
45,165,0.8775
46,165,1.0175
47,165,3.15
48,165,0.605
49,165,0.9175
50,165,3.2275
51,165,5.25
52,165,7.995
53,165,17.57
54,165,5.72
55,165,7.55
56,165,11.373
57,165,15.655
58,165,3.81
59,165,0.405
60,165,3.775
61,165,1.0025
62,165,0.82
63,165,0.8
64,165,4.3975
65,165,6.485
66,165,5.0825
67,165,3.7225
68,165,0.775
69,165,3.2025
70,165,7.3775
71,165,7.255
72,165,18.708
73,165,19.648
74,165,0.6
75,165,1.7225
76,165,21.395
77,165,22.72
78,165,9.4975
79,165,10.658
80,165,15.548
81,165,12.698
82,165,0
83,165,1.725
84,165,0.5525
85,165,1.45
86,165,1.2775
87,165,0.05
88,165,0.8125
89,165,0.7975
90,165,3.9375
1,175,0.415
2,175,0
3,175,0.5325
4,175,0
5,175,0.3475
6,175,0.5075
7,175,0.285
8,175,2.405
9,175,0.56
10,175,3.41
11,175,0.655
12,175,0.8125
13,175,6.85
14,175,0.515
15,175,5.7
16,175,0.56
17,175,0.69
18,175,1.145
19,175,0
20,175,0.345
21,175,1.365
22,175,0
23,175,0.3275
24,175,5.26
25,175,0
26,175,0
27,175,1.61
28,175,0
29,175,0.4225
30,175,0
31,175,0.825
32,175,0.4675
33,175,2.55
34,175,2.91
35,175,14.318
36,175,0.49
37,175,1.15
38,175,0.6675
39,175,0.435
40,175,10.768
41,175,8.095
42,175,0.725
43,175,0.835
44,175,3.8975
45,175,0.4425
46,175,0.905
47,175,5.5625
48,175,0.555
49,175,2.645
50,175,2.2875
51,175,2.555
52,175,5.01
53,175,16.383
54,175,5.025
55,175,5.6
56,175,7.7625
57,175,15.175
58,175,5.8075
59,175,0.4025
60,175,2.7625
61,175,1.5025
62,175,0.4325
63,175,0.8425
64,175,2.9475
65,175,6.2175
66,175,4.83
67,175,1.3325
68,175,0.8875
69,175,2.69
70,175,4.385
71,175,8.8975
72,175,18.443
73,175,19.355
74,175,0.625
75,175,0.5
76,175,22.395
77,175,20.205
78,175,8.0575
79,175,8.865
80,175,13.893
81,175,10.775
82,175,0
83,175,1.345
84,175,0.52
85,175,1.2075
86,175,1.16
87,175,0
88,175,0.635
89,175,0.7575
90,175,3.59
1,185,0.42
2,185,0
3,185,0.4675
4,185,0
5,185,0.3725
6,185,0.3275
7,185,0.3
8,185,2.2575
9,185,0.535
10,185,3.7425
11,185,0.6575
12,185,0.7525
13,185,7.915
14,185,0.4375
15,185,2.8725
16,185,0.6075
17,185,0.42
18,185,0.75
19,185,0
20,185,0.3225
21,185,1.7875
22,185,0
23,185,0.2375
24,185,4.74
25,185,0
26,185,0
27,185,0.735
28,185,0
29,185,0.3125
30,185,0
31,185,0.32
32,185,0.44
33,185,1.6375
34,185,4.5625
35,185,10.903
36,185,0.485
37,185,0.7025
38,185,0.9225
39,185,0.45
40,185,9.545
41,185,7.0075
42,185,0.635
43,185,0.785
44,185,3.15
45,185,0.4925
46,185,0.8575
47,185,3.9175
48,185,0.5775
49,185,1.1675
50,185,2.335
51,185,2.3225
52,185,3.4175
53,185,13.645
54,185,3.29
55,185,4.3225
56,185,7.4825
57,185,12.773
58,185,4.65
59,185,0.5675
60,185,2.88
61,185,2.2575
62,185,0.45
63,185,0.81
64,185,2.735
65,185,3.3525
66,185,5.935
67,185,0.5275
68,185,0.725
69,185,2.4825
70,185,3.85
71,185,6.1125
72,185,19.22
73,185,17.295
74,185,0.655
75,185,0.43
76,185,22.853
77,185,19.013
78,185,7.1925
79,185,9.0825
80,185,12.048
81,185,11.365
82,185,0
83,185,1.2075
84,185,0.51
85,185,0.9825
86,185,1.22
87,185,0
88,185,0.76
89,185,0.7
90,185,3.9975
1,195,0.4325
2,195,0
3,195,0.5575
4,195,0
5,195,0.4675
6,195,0.3425
7,195,0.2775
8,195,1.365
9,195,0.58
10,195,2.525
11,195,0.6575
12,195,0.6475
13,195,7.3175
14,195,0.5
15,195,2.285
16,195,0.5625
17,195,0.535
18,195,0.985
19,195,0
20,195,1.3325
21,195,1.445
22,195,0
23,195,0.0925
24,195,3.2025
25,195,0
26,195,0
27,195,1.525
28,195,0
29,195,0.38
30,195,0
31,195,0.15
32,195,0.395
33,195,0.4275
34,195,5.375
35,195,9.7475
36,195,0.7475
37,195,0.72
38,195,0.94
39,195,0.5375
40,195,7.7875
41,195,6.8875
42,195,0.6325
43,195,0.7725
44,195,4.0075
45,195,0.525
46,195,0.905
47,195,4.2125
48,195,0.6275
49,195,0.4675
50,195,1.9825
51,195,1.9725
52,195,2.39
53,195,12.31
54,195,3.495
55,195,3.23
56,195,6.0625
57,195,12.145
58,195,2.55
59,195,1.13
60,195,4.5825
61,195,2.215
62,195,0.6625
63,195,0.835
64,195,2.835
65,195,4.1475
66,195,4.8625
67,195,0.9
68,195,0.75
69,195,3.1275
70,195,2.1825
71,195,5.745
72,195,18.683
73,195,18.475
74,195,1.315
75,195,0.3925
76,195,23.818
77,195,19.97
78,195,6.22
79,195,7.335
80,195,11.658
81,195,12.045
82,195,0
83,195,1.3775
84,195,0.5475
85,195,0.7775
86,195,1.185
87,195,0
88,195,0.88
89,195,0.83
90,195,3.2425
1,205,0.445
2,205,0
3,205,0.735
4,205,0
5,205,0.395
6,205,0.3775
7,205,0.31
8,205,1.1725
9,205,0.51
10,205,1.335
11,205,0.6525
12,205,0.57
13,205,9.0625
14,205,1.1925
15,205,1.555
16,205,0.3875
17,205,0.8375
18,205,3.165
19,205,0
20,205,1.3675
21,205,0.815
22,205,0
23,205,0
24,205,2.6275
25,205,0
26,205,0
27,205,2.0675
28,205,0
29,205,0.455
30,205,0
31,205,0
32,205,0.3975
33,205,0
34,205,4.505
35,205,7.15
36,205,2.255
37,205,0.7675
38,205,1.43
39,205,0.6225
40,205,7.985
41,205,5.68
42,205,0.59
43,205,0.8175
44,205,4.195
45,205,0.83
46,205,0.815
47,205,4.8575
48,205,0.82
49,205,0.9375
50,205,1.9475
51,205,1.87
52,205,1.3075
53,205,11.325
54,205,2.2425
55,205,1.4925
56,205,5.415
57,205,10.198
58,205,2.2525
59,205,1.055
60,205,4.215
61,205,1.4575
62,205,0.8175
63,205,0.91
64,205,0.5975
65,205,2.54
66,205,6.1925
67,205,1.5525
68,205,0.9625
69,205,4.58
70,205,1.7575
71,205,5.3775
72,205,18.585
73,205,18.81
74,205,0.2725
75,205,0.43
76,205,25.583
77,205,20.123
78,205,5.4175
79,205,5.4575
80,205,9.64
81,205,8.3575
82,205,0
83,205,1.305
84,205,0.545
85,205,0.79
86,205,1.095
87,205,0
88,205,0.99
89,205,0.7775
90,205,3.2475
1,215,0.4525
2,215,0
3,215,0.93
4,215,0
5,215,0.52
6,215,0.3175
7,215,0.315
8,215,1.64
9,215,0.6075
10,215,1.1975
11,215,0.6675
12,215,0.585
13,215,8.4775
14,215,0.93
15,215,0.9
16,215,0.375
17,215,0.855
18,215,1.005
19,215,0
20,215,0.9875
21,215,0.535
22,215,0
23,215,0
24,215,2.1475
25,215,0
26,215,0
27,215,1.945
28,215,0
29,215,0.43
30,215,0
31,215,0
32,215,0.37
33,215,0
34,215,6.0175
35,215,6.095
36,215,1.965
37,215,1.5725
38,215,2.435
39,215,1.0175
40,215,7.3475
41,215,4.4775
42,215,0.6275
43,215,0.83
44,215,2.435
45,215,1.0475
46,215,0.7225
47,215,3.7075
48,215,0.645
49,215,2.2625
50,215,1.3375
51,215,1.8275
52,215,0.8175
53,215,9.855
