plantid,plant_vertical_location,frontal_area
87,-145,0.76
88,-145,0.9625
89,-145,0
90,-145,1.815
1,-135,0.59
2,-135,0
3,-135,1.935
4,-135,0
5,-135,0.285
6,-135,5.06
7,-135,0.4125
8,-135,1.1925
9,-135,10.203
10,-135,8.29
11,-135,3.95
12,-135,8.62
13,-135,19.458
14,-135,9.91
15,-135,12.423
16,-135,2.665
17,-135,4.25
18,-135,5.2325
19,-135,7.825
20,-135,1.255
21,-135,1.62
22,-135,16.41
23,-135,22.268
24,-135,15.44
25,-135,4.89
26,-135,8.8775
27,-135,8.32
28,-135,3.0025
29,-135,7.305
30,-135,3.205
31,-135,19.263
32,-135,3.255
33,-135,7.2225
34,-135,23.198
35,-135,20.245
36,-135,4.33
37,-135,26.288
38,-135,12.98
39,-135,7.4775
40,-135,18.408
41,-135,22.803
42,-135,10.978
43,-135,21.873
44,-135,18.18
45,-135,19.623
46,-135,22.188
47,-135,4.7775
48,-135,13.67
49,-135,11.725
50,-135,12.45
51,-135,30.358
52,-135,19.88
53,-135,30.748
54,-135,21.313
55,-135,20.708
56,-135,20.3
57,-135,28.113
58,-135,3.23
59,-135,4.065
60,-135,18.275
61,-135,15.603
62,-135,6.8825
63,-135,20.793
64,-135,6.735
65,-135,8.045
66,-135,6.9875
67,-135,13.083
68,-135,18.173
69,-135,22.21
70,-135,26.398
71,-135,26.15
72,-135,32.338
73,-135,28.733
74,-135,0.3625
75,-135,13.11
76,-135,27.618
77,-135,26.333
78,-135,26.628
79,-135,27.4
80,-135,28.52
81,-135,32.26
82,-135,5.1175
83,-135,4.2425
84,-135,1.7525
85,-135,1.6725
86,-135,2.545
87,-135,0.875
88,-135,1.2675
89,-135,0
90,-135,1.32
1,-125,1.255
2,-125,0
3,-125,2.235
4,-125,0
5,-125,0.2425
6,-125,4.3025
7,-125,0.4325
8,-125,2.2025
9,-125,10.07
10,-125,11.143
11,-125,6.7425
12,-125,9.305
13,-125,21.533
14,-125,11.953
15,-125,11.37
16,-125,2.125
17,-125,8.1475
18,-125,4.8225
19,-125,9.2125
20,-125,2.2675
21,-125,1.66
22,-125,16.543
23,-125,20.685
24,-125,15.625
25,-125,4.925
26,-125,9.8025
27,-125,9.1675
28,-125,4.03
29,-125,5.7225
30,-125,2.985
31,-125,18.588
32,-125,2.88
33,-125,6.955
34,-125,23.498
35,-125,19.388
36,-125,5.08
37,-125,26.113
38,-125,15.55
39,-125,6.59
40,-125,15.435
41,-125,21.548
42,-125,11.25
43,-125,23.495
44,-125,16.598
45,-125,19.285
46,-125,19.505
47,-125,4.47
48,-125,13.873
49,-125,9.995
50,-125,11.018
51,-125,30.858
52,-125,18.365
53,-125,31.178
54,-125,23.4
55,-125,22.773
56,-125,21.055
57,-125,24.11
58,-125,3.43
59,-125,3.19
60,-125,20.73
61,-125,14.628
62,-125,5.155
63,-125,23.235
64,-125,6.35
65,-125,6.7775
66,-125,5.0075
67,-125,13.423
68,-125,17.78
69,-125,23.305
70,-125,26.323
71,-125,25.505
72,-125,32.573
73,-125,28.168
74,-125,0.8475
75,-125,14.705
76,-125,27.14
77,-125,24.938
78,-125,27.043
79,-125,26.198
80,-125,28.22
81,-125,32.403
82,-125,4.8775
83,-125,4.675
84,-125,1.78
85,-125,0.8475
86,-125,2.505
87,-125,1.015
88,-125,2.1075
89,-125,0
90,-125,1.0975
1,-115,1.89
2,-115,0
3,-115,2.5175
4,-115,0.005
5,-115,0.095
6,-115,3.07
7,-115,0.715
8,-115,3.295
9,-115,6.0625
10,-115,12.318
11,-115,7.82
12,-115,10.685
13,-115,19.035
14,-115,9.7025
15,-115,8.8525
16,-115,0.8375
17,-115,8.135
18,-115,3.76
19,-115,9.8775
20,-115,2.3575
21,-115,1.685
22,-115,16.675
23,-115,19.983
24,-115,14.058
25,-115,5.07
26,-115,8.76
27,-115,11.333
28,-115,4.845
29,-115,5.1775
